Fragment,AC183761.3,85.714,98,7,2,1,98,115018,115108,5.34e-19,97.1
Fragment,AC146078.3,90.411,73,7,0,1,73,41344,41272,5.34e-19,97.1
Fragment,AC146509.2,85.000,100,10,3,1,100,124875,124781,5.34e-19,97.1
Fragment,AC146254.2,90.541,74,6,1,1,73,136752,136825,5.34e-19,97.1
Fragment,AC143357.1,84.314,102,12,3,1,98,130312,130413,5.34e-19,97.1
Fragment,AC143357.1,84.615,78,7,4,1,73,173198,173275,9.00e-12,73.1
Fragment,BS000562.1,89.610,77,7,1,1,76,126640,126564,5.34e-19,97.1
Fragment,BS000552.1,89.610,77,7,1,1,76,7700,7624,5.34e-19,97.1
Fragment,AC278887.1,85.000,100,8,4,1,100,21940,21848,1.92e-18,95.3
Fragment,AC278887.1,84.000,100,9,2,1,100,80044,79952,8.93e-17,89.8
Fragment,XM_054661471.1,85.000,100,8,4,1,100,4559,4651,1.92e-18,95.3
Fragment,AC280230.1,87.654,81,10,0,1,81,96758,96838,1.92e-18,95.3
Fragment,AC280222.1,87.654,81,10,0,1,81,142080,142000,1.92e-18,95.3
Fragment,AC186739.2,87.654,81,10,0,1,81,97129,97049,1.92e-18,95.3
Fragment,BS000206.1,83.654,104,13,4,1,100,65425,65322,1.92e-18,95.3
Fragment,XR_008546927.1,89.189,74,8,0,1,74,13907,13834,6.90e-18,93.5
Fragment,XR_008546926.1,89.189,74,8,0,1,74,14040,13967,6.90e-18,93.5
Fragment,XR_008537567.1,89.333,75,7,1,1,74,6797,6871,6.90e-18,93.5
Fragment,XR_008537566.1,89.333,75,7,1,1,74,6797,6871,6.90e-18,93.5
Fragment,AC211562.4,89.189,74,8,0,1,74,46593,46520,6.90e-18,93.5
Fragment,AC211562.4,85.526,76,10,1,1,75,50798,50873,1.93e-13,78.7
Fragment,AC220945.3,85.000,100,6,5,1,98,41858,41766,6.90e-18,93.5
Fragment,AC220945.3,80.583,103,9,7,1,100,105073,105167,1.16e-10,69.4
Fragment,AC188597.4,92.424,66,4,1,1,66,143635,143571,6.90e-18,93.5
Fragment,AC194636.5,89.189,74,8,0,1,74,73307,73234,6.90e-18,93.5
Fragment,AC189698.3,84.536,97,12,3,1,97,59562,59469,6.90e-18,93.5
Fragment,AC198666.3,87.654,81,8,2,1,81,65078,65156,6.90e-18,93.5
Fragment,AC198666.3,87.671,73,7,2,4,74,97401,97329,4.16e-15,84.2
Fragment,AC198666.3,81.013,79,8,5,1,76,102629,102555,9.06e-07,56.5
Fragment,AC193536.2,89.333,75,7,1,1,74,46116,46190,6.90e-18,93.5
Fragment,AC193536.2,89.041,73,7,1,1,73,37006,36935,8.93e-17,89.8
Fragment,AC187615.2,92.424,66,4,1,1,66,178387,178323,6.90e-18,93.5
Fragment,AC187615.2,83.000,100,11,3,1,100,210177,210270,1.16e-15,86.1
Fragment,AC192187.3,89.189,74,8,0,1,74,45557,45630,6.90e-18,93.5
Fragment,AC187127.3,84.694,98,9,2,1,98,45110,45019,6.90e-18,93.5
Fragment,AC187529.3,92.424,66,4,1,1,66,154698,154762,6.90e-18,93.5
Fragment,CT989257.3,89.189,74,8,0,1,74,180932,181005,6.90e-18,93.5
Fragment,AC188425.1,89.189,74,8,0,1,74,55761,55688,6.90e-18,93.5
Fragment,AC187724.2,84.536,97,12,3,1,97,43044,43137,6.90e-18,93.5
Fragment,AC183919.2,89.333,75,7,1,1,74,71049,71123,6.90e-18,93.5
Fragment,AC183831.2,92.424,66,4,1,1,66,140169,140233,6.90e-18,93.5
Fragment,AC183831.2,83.000,100,11,3,1,100,108382,108289,1.16e-15,86.1
Fragment,AC182431.3,89.333,75,7,1,1,74,8820,8746,6.90e-18,93.5
Fragment,AC087434.3,89.189,74,8,0,1,74,19979,19906,6.90e-18,93.5
Fragment,AC146054.3,89.333,75,6,2,1,73,113471,113545,6.90e-18,93.5
Fragment,AC145883.2,89.333,75,7,1,1,74,60053,59979,6.90e-18,93.5
Fragment,AC145883.2,89.041,73,7,1,1,73,69161,69232,8.93e-17,89.8
Fragment,AC145090.1,89.333,75,7,1,1,74,24237,24311,6.90e-18,93.5
Fragment,BS000124.1,89.333,75,7,1,1,74,47647,47573,6.90e-18,93.5
Fragment,AL954215.1,89.189,74,8,0,1,74,49026,49099,6.90e-18,93.5
Fragment,AL954214.1,89.189,74,8,0,1,74,62644,62717,6.90e-18,93.5
Fragment,AL954213.1,89.189,74,8,0,1,74,153669,153742,6.90e-18,93.5
Fragment,AC275222.1,89.041,73,8,0,1,73,142744,142672,2.48e-17,91.6
Fragment,AC275222.1,93.333,60,4,0,1,60,113005,113064,8.93e-17,89.8
Fragment,AC275220.1,89.041,73,8,0,1,73,178122,178050,2.48e-17,91.6
Fragment,AC275220.1,93.333,60,4,0,1,60,148389,148448,8.93e-17,89.8
Fragment,AC275220.1,83.000,100,10,3,1,100,17385,17477,4.16e-15,84.2
Fragment,AC270815.1,89.041,73,8,0,1,73,166919,166991,2.48e-17,91.6
Fragment,AC270815.1,93.333,60,4,0,1,60,20699,20758,8.93e-17,89.8
Fragment,AC270804.1,89.041,73,8,0,1,73,48123,48051,2.48e-17,91.6
Fragment,AC270804.1,93.333,60,4,0,1,60,18375,18434,8.93e-17,89.8
Fragment,AC270542.1,84.694,98,8,3,1,98,184148,184058,2.48e-17,91.6
Fragment,XR_674997.3,84.000,100,11,2,1,100,637,543,2.48e-17,91.6
Fragment,AC193932.3,84.000,100,11,4,1,100,125970,125876,2.48e-17,91.6
Fragment,AC197510.3,83.495,103,12,3,1,98,148599,148497,2.48e-17,91.6
Fragment,AC197510.3,84.615,78,7,4,1,73,105708,105631,9.00e-12,73.1
Fragment,AC194748.3,84.000,100,10,2,1,100,10439,10532,2.48e-17,91.6
Fragment,AC185980.2,84.694,98,8,3,1,98,185465,185375,2.48e-17,91.6
Fragment,AC192762.3,84.000,100,11,2,1,100,67949,68043,2.48e-17,91.6
Fragment,AC186182.2,84.536,97,10,2,1,97,107701,107610,2.48e-17,91.6
Fragment,AC183982.2,83.838,99,12,4,1,99,34018,33924,2.48e-17,91.6
Fragment,AC183275.3,84.000,100,10,2,1,100,31025,30932,2.48e-17,91.6
Fragment,XM_016935627.2,100.000,98,0,0,1,98,761,858,1.43e-44,182
Fragment,XM_016935627.2,100.000,100,0,0,1,100,1479,1578,1.11e-45,185
Fragment,XM_016935627.2,100.000,100,0,0,1,100,1586,1685,1.11e-45,185
Fragment,XM_016935627.2,100.000,100,0,0,1,100,2366,2465,1.11e-45,185
Fragment,AC197403.3,91.566,83,7,0,18,100,35040,35122,1.47e-24,115
Fragment,AC217427.4,91.566,83,7,0,18,100,65595,65513,1.47e-24,115
Fragment,CT005235.2,89.888,89,9,0,12,100,119070,118982,1.47e-24,115
Fragment,CT005235.2,97.561,41,1,0,55,95,123195,123235,3.24e-11,71.3
Fragment,XM_016924626.3,89.773,88,9,0,13,100,6819,6732,5.30e-24,113
Fragment,XM_016924625.3,89.773,88,9,0,13,100,7397,7310,5.30e-24,113
Fragment,AC145858.5,92.405,79,6,0,22,100,59794,59872,5.30e-24,113
Fragment,AC145858.5,89.189,74,8,0,18,91,60749,60822,6.90e-18,93.5
Fragment,XM_054673982.1,89.011,91,9,1,10,99,2451,2361,1.91e-23,111
Fragment,AC192146.4,89.655,87,9,0,14,100,54737,54823,1.91e-23,111
Fragment,AC192146.4,83.929,56,9,0,33,88,122179,122234,3.26e-06,54.7
Fragment,AC192266.3,89.773,88,8,1,10,96,3236,3323,1.91e-23,111
Fragment,AC192266.3,85.075,67,8,2,24,89,73048,73113,4.18e-10,67.6
Fragment,AC206440.2,88.764,89,10,0,12,100,104804,104716,6.86e-23,110
Fragment,AC206440.2,84.810,79,12,0,22,100,53976,54054,5.38e-14,80.5
Fragment,AC093571.13,90.361,83,8,0,14,96,52904,52986,6.86e-23,110
Fragment,AC275864.1,88.636,88,10,0,13,100,58731,58644,2.47e-22,108
Fragment,AC275864.1,84.211,76,12,0,25,100,120537,120462,2.50e-12,75.0
Fragment,AC192208.3,88.636,88,10,0,13,100,50640,50553,2.47e-22,108
Fragment,AC192208.3,95.122,41,2,0,55,95,151257,151217,1.51e-09,65.8
Fragment,AC192208.3,94.872,39,2,0,51,89,120649,120611,1.95e-08,62.1
Fragment,AC192967.3,91.139,79,7,0,22,100,168252,168174,2.47e-22,108
Fragment,AC192726.3,91.139,79,7,0,22,100,35355,35277,2.47e-22,108
Fragment,AC192726.3,95.918,49,2,0,38,86,155068,155020,5.38e-14,80.5
Fragment,AC192726.3,85.965,57,6,2,33,88,161961,162016,7.00e-08,60.2
Fragment,AC185989.2,89.412,85,9,0,16,100,3656,3572,2.47e-22,108
Fragment,AC185989.2,97.059,34,1,0,67,100,127176,127143,2.52e-07,58.4
Fragment,AC188425.1,88.636,88,10,0,13,100,24393,24480,2.47e-22,108
Fragment,AC160026.2,88.636,88,10,0,13,100,168996,168909,2.47e-22,108
Fragment,AC160026.2,88.889,45,3,2,43,86,152386,152429,3.26e-06,54.7
Fragment,AC142329.1,91.139,79,7,0,13,91,80103,80181,2.47e-22,108
Fragment,AC142329.1,97.297,37,1,0,59,95,14281,14245,5.41e-09,63.9
Fragment,AC159019.4,88.636,88,10,0,13,100,113611,113698,2.47e-22,108
Fragment,AC159019.4,94.286,35,2,0,55,89,86754,86720,3.26e-06,54.7
Fragment,AC159019.4,96.875,32,1,0,55,86,130218,130187,3.26e-06,54.7
Fragment,BS000195.1,91.139,79,7,0,13,91,220484,220562,2.47e-22,108
Fragment,AC092764.3,91.139,79,7,0,22,100,107046,107124,2.47e-22,108
Fragment,AL954215.1,89.412,85,9,0,16,100,80425,80341,2.47e-22,108
Fragment,AL954214.1,89.412,85,9,0,16,100,94047,93963,2.47e-22,108
Fragment,XR_008536460.1,92.000,75,6,0,22,96,811,737,8.87e-22,106
Fragment,XR_008536459.1,92.000,75,6,0,22,96,811,737,8.87e-22,106
Fragment,AC192188.3,89.286,84,9,0,7,90,141168,141251,8.87e-22,106
Fragment,AC192188.3,87.719,57,7,0,35,91,57870,57814,4.18e-10,67.6
Fragment,AC192151.3,88.636,88,8,1,13,100,53379,53294,8.87e-22,106
Fragment,AC192151.3,90.278,72,7,0,29,100,28589,28518,1.92e-18,95.3
Fragment,AC192151.3,88.060,67,8,0,22,88,74391,74457,5.38e-14,80.5
Fragment,AC161123.3,92.000,75,6,0,22,96,158024,157950,8.87e-22,106
Fragment,AC161280.2,92.000,75,6,0,22,96,93102,93028,8.87e-22,106
Fragment,AC275797.1,89.157,83,9,0,14,96,25691,25609,3.19e-21,104
Fragment,AC275770.1,89.157,83,9,0,18,100,48364,48282,3.19e-21,104
Fragment,AC275769.1,89.157,83,9,0,18,100,87858,87940,3.19e-21,104
Fragment,AC275769.1,95.122,41,2,0,55,95,191225,191265,1.51e-09,65.8
Fragment,AC270523.1,87.640,89,11,0,12,100,41450,41362,3.19e-21,104
Fragment,AC270523.1,86.567,67,7,2,30,95,62152,62087,9.00e-12,73.1
Fragment,AC270484.1,87.640,89,11,0,12,100,111016,110928,3.19e-21,104
Fragment,AC270484.1,87.342,79,10,0,22,100,34073,34151,2.48e-17,91.6
Fragment,AC270484.1,86.567,67,7,2,30,95,131715,131650,9.00e-12,73.1
Fragment,XM_016956137.2,92.000,75,5,1,24,98,4807,4880,3.19e-21,104
Fragment,AC280283.1,90.000,80,8,0,12,91,39980,40059,3.19e-21,104
Fragment,AC195289.3,89.286,84,8,1,17,100,24378,24296,3.19e-21,104
Fragment,AC193192.4,89.286,84,8,1,17,100,52501,52583,3.19e-21,104
Fragment,AC200711.4,87.640,89,11,0,12,100,25668,25756,3.19e-21,104
Fragment,AC200711.4,87.342,79,10,0,22,100,102585,102507,2.48e-17,91.6
Fragment,AC200711.4,89.655,58,4,2,30,86,4972,5028,9.00e-12,73.1
Fragment,AC200711.4,95.122,41,2,0,55,95,168383,168423,1.51e-09,65.8
Fragment,AC200711.4,96.970,33,1,0,60,92,204673,204705,9.06e-07,56.5
Fragment,AC200908.3,87.640,89,11,0,12,100,159047,159135,3.19e-21,104
Fragment,AC200908.3,89.655,58,4,2,30,86,138351,138407,9.00e-12,73.1
Fragment,AC192810.3,91.892,74,6,0,22,95,59936,59863,3.19e-21,104
Fragment,AC169978.2,89.286,84,8,1,17,100,15777,15695,3.19e-21,104
Fragment,AC183775.2,89.286,84,8,1,17,100,174196,174114,3.19e-21,104
Fragment,AC183281.2,90.000,80,8,0,12,91,110504,110425,3.19e-21,104
Fragment,AC150278.1,90.000,80,8,0,12,91,166521,166600,3.19e-21,104
Fragment,AC147478.2,87.640,89,11,0,12,100,142261,142173,3.19e-21,104
Fragment,AC146432.3,91.139,79,4,3,21,98,152400,152476,3.19e-21,104
Fragment,AC146432.3,85.507,69,8,2,24,91,80325,80258,3.24e-11,71.3
Fragment,AC091504.3,87.640,89,11,0,12,100,111223,111135,3.19e-21,104
Fragment,AC091504.3,87.342,79,10,0,22,100,34258,34336,2.48e-17,91.6
Fragment,AC091504.3,86.567,67,7,2,30,95,131905,131840,9.00e-12,73.1
Fragment,AC145818.1,91.892,74,6,0,22,95,33885,33958,3.19e-21,104
Fragment,AC146134.4,89.157,83,9,0,18,100,150648,150730,3.19e-21,104
Fragment,AC146038.2,91.139,79,4,3,21,98,71497,71421,3.19e-21,104
Fragment,AC146038.2,84.000,75,10,2,18,91,143566,143639,3.24e-11,71.3
Fragment,XM_054677889.1,89.873,79,8,0,18,96,10147,10069,1.15e-20,102
Fragment,XM_016923099.3,89.873,79,8,0,22,100,1189,1111,1.15e-20,102
Fragment,AC230048.2,89.873,79,8,0,13,91,108348,108270,1.15e-20,102
Fragment,AC197517.2,88.372,86,8,2,13,96,89989,89904,1.15e-20,102
Fragment,AC187742.3,89.286,84,6,3,18,100,5202,5121,1.15e-20,102
Fragment,AC192132.4,87.500,88,11,0,13,100,95996,96083,1.15e-20,102
Fragment,AC192132.4,85.393,89,13,0,12,100,139935,139847,6.90e-18,93.5
Fragment,AC187525.4,87.500,88,11,0,13,100,53472,53559,1.15e-20,102
Fragment,AC188600.4,89.286,84,6,3,18,100,158616,158535,1.15e-20,102
Fragment,AC188600.4,86.076,79,11,0,22,100,58859,58781,1.16e-15,86.1
Fragment,AC192396.1,89.024,82,9,0,19,100,128396,128477,1.15e-20,102
Fragment,AC183670.3,89.024,82,9,0,18,99,109857,109776,1.15e-20,102
Fragment,AC183670.3,84.146,82,11,2,15,95,105827,105907,1.93e-13,78.7
Fragment,AC183670.3,87.500,64,6,2,33,95,177855,177793,9.00e-12,73.1
Fragment,AC145868.2,89.024,82,9,0,15,96,141937,141856,1.15e-20,102
Fragment,AC145868.2,87.879,66,8,0,35,100,152477,152412,1.93e-13,78.7
Fragment,AC145983.2,89.873,79,8,0,18,96,65065,65143,1.15e-20,102
Fragment,AC145983.2,91.667,48,2,2,43,89,87786,87740,1.51e-09,65.8
Fragment,AC234027.1,90.667,75,7,0,22,96,79409,79483,4.13e-20,100
Fragment,AC233998.1,90.667,75,7,0,22,96,26783,26857,4.13e-20,100
Fragment,AC213066.4,88.095,84,10,0,13,96,121602,121685,4.13e-20,100
Fragment,AC213066.4,82.796,93,12,3,12,100,132563,132655,5.38e-14,80.5
Fragment,AC208135.2,95.238,63,3,0,34,96,67882,67944,4.13e-20,100
Fragment,AC208135.2,84.810,79,12,0,22,100,2746,2668,5.38e-14,80.5
Fragment,AC208135.2,79.518,83,16,1,15,96,8797,8715,2.52e-07,58.4
Fragment,AC175824.2,91.667,72,6,0,23,94,120281,120352,4.13e-20,100
Fragment,AC161624.4,87.356,87,11,0,14,100,1589,1503,4.13e-20,100
Fragment,AC161624.4,85.057,87,9,3,12,96,166191,166275,1.16e-15,86.1
Fragment,AC159025.3,87.356,87,11,0,14,100,158620,158534,4.13e-20,100
Fragment,AC159025.3,84.416,77,12,0,24,100,33892,33968,6.95e-13,76.8
Fragment,AC159025.3,86.207,58,8,0,43,100,126243,126186,5.41e-09,63.9
Fragment,AC279077.1,86.517,89,12,0,12,100,120398,120310,1.48e-19,99.0
Fragment,AC279077.1,85.714,56,6,2,35,89,41344,41398,2.52e-07,58.4
Fragment,AC278905.1,86.517,89,12,0,12,100,26550,26462,1.48e-19,99.0
Fragment,AC278905.1,85.135,74,9,2,24,96,120906,120978,2.50e-12,75.0
Fragment,AC275309.1,89.610,77,8,0,24,100,88478,88554,1.48e-19,99.0
Fragment,XM_016954724.3,89.610,77,8,0,24,100,5305,5381,1.48e-19,99.0
Fragment,AC193251.3,87.209,86,11,0,15,100,184644,184559,1.48e-19,99.0
Fragment,AC171262.2,91.549,71,6,0,22,92,129741,129811,1.48e-19,99.0
Fragment,AC171262.2,88.608,79,9,0,22,100,23092,23014,5.34e-19,97.1
Fragment,AC171262.2,85.526,76,11,0,25,100,65556,65631,5.38e-14,80.5
Fragment,AC171262.2,100.000,29,0,0,67,95,47093,47121,3.26e-06,54.7
Fragment,AC207100.2,86.813,91,8,3,12,100,109820,109908,1.48e-19,99.0
Fragment,AC200707.2,86.517,89,12,0,12,100,59444,59532,1.48e-19,99.0
Fragment,AC200707.2,87.342,79,10,0,22,100,136370,136292,2.48e-17,91.6
Fragment,AC200707.2,89.655,58,4,2,30,86,38750,38806,9.00e-12,73.1
Fragment,AC193446.3,95.161,62,3,0,35,96,77429,77368,1.48e-19,99.0
Fragment,AC193446.3,100.000,28,0,0,68,95,44174,44147,1.17e-05,52.8
Fragment,AC169977.2,89.610,77,8,0,24,100,33987,34063,1.48e-19,99.0
Fragment,AC169977.2,88.889,63,5,2,34,95,55144,55083,6.95e-13,76.8
Fragment,AC169977.2,86.567,67,7,2,24,89,42455,42520,9.00e-12,73.1
Fragment,AC169977.2,80.682,88,15,2,14,100,36902,36816,4.18e-10,67.6
Fragment,AC169977.2,97.143,35,1,0,62,96,106982,107016,7.00e-08,60.2
Fragment,AC167287.3,89.610,77,8,0,24,100,108382,108458,1.48e-19,99.0
Fragment,AC167287.3,88.889,63,5,2,34,95,129537,129476,6.95e-13,76.8
Fragment,AC167287.3,86.567,67,7,2,24,89,116850,116915,9.00e-12,73.1
Fragment,AC167287.3,80.682,88,15,2,14,100,111297,111211,4.18e-10,67.6
Fragment,AC195407.2,95.161,62,3,0,35,96,7333,7272,1.48e-19,99.0
Fragment,AC192737.3,87.209,86,11,0,15,100,125386,125471,1.48e-19,99.0
Fragment,AC192737.3,87.143,70,9,0,22,91,97281,97212,5.38e-14,80.5
Fragment,AC192737.3,87.097,62,5,3,35,95,92969,93028,4.18e-10,67.6
Fragment,AC193039.4,89.610,77,8,0,24,100,13256,13180,1.48e-19,99.0
Fragment,AC192849.4,89.610,77,8,0,24,100,132657,132733,1.48e-19,99.0
Fragment,AC146196.3,92.647,68,5,0,24,91,50469,50536,1.48e-19,99.0
Fragment,AC146196.3,87.500,64,8,0,26,89,76499,76562,2.50e-12,75.0
Fragment,AC160941.2,92.647,68,5,0,29,96,96823,96890,1.48e-19,99.0
Fragment,AC160941.2,100.000,28,0,0,68,95,130084,130111,1.17e-05,52.8
Fragment,AC192952.2,89.610,77,8,0,24,100,84174,84098,1.48e-19,99.0
Fragment,AC183769.2,88.750,80,9,0,12,91,158279,158358,1.48e-19,99.0
Fragment,AC183540.2,86.517,89,12,0,12,100,39364,39276,1.48e-19,99.0
Fragment,AC146064.4,86.517,89,12,0,12,100,159491,159403,1.48e-19,99.0
Fragment,AC146064.4,86.364,66,7,2,31,95,55703,55767,3.24e-11,71.3
Fragment,AC146099.3,86.517,89,12,0,12,100,155041,154953,1.48e-19,99.0
Fragment,AC146099.3,85.714,56,6,2,35,89,64176,64230,2.52e-07,58.4
Fragment,BS000240.1,87.356,87,9,2,10,95,162690,162775,1.48e-19,99.0
Fragment,AL954218.1,87.952,83,10,0,18,100,1952,1870,1.48e-19,99.0
Fragment,AL954218.1,86.364,88,12,0,13,100,57903,57990,5.34e-19,97.1
Fragment,XR_008548833.1,89.474,76,8,0,25,100,3814,3889,5.34e-19,97.1
Fragment,XM_054677428.1,88.608,79,9,0,13,91,283,361,5.34e-19,97.1
Fragment,XM_054677427.1,88.608,79,9,0,13,91,445,523,5.34e-19,97.1
Fragment,XR_008536890.1,87.209,86,9,2,13,98,20653,20736,5.34e-19,97.1
Fragment,AC280142.1,88.608,79,9,0,14,92,64503,64581,5.34e-19,97.1
Fragment,AC280142.1,83.750,80,13,0,12,91,137698,137777,6.95e-13,76.8
Fragment,AC241847.3,89.691,97,7,1,4,100,127194,127101,3.17e-26,121
Fragment,AC241847.3,83.168,101,12,5,4,100,121962,121863,3.21e-16,87.9
Fragment,AC183619.2,89.691,97,7,1,4,100,38760,38667,3.17e-26,121
Fragment,AC183619.2,83.168,101,12,5,4,100,33525,33426,3.21e-16,87.9
Fragment,AC182399.3,88.660,97,10,1,4,100,142219,142124,4.10e-25,117
Fragment,AC183100.3,88.660,97,8,1,4,100,48351,48258,1.47e-24,115
Fragment,AC183100.3,96.364,55,2,0,46,100,43071,43017,2.48e-17,91.6
Fragment,XM_054667915.1,86.735,98,13,0,3,100,475,378,6.86e-23,110
Fragment,AC190157.5,85.294,102,13,2,1,100,206403,206504,3.19e-21,104
Fragment,AC270634.1,86.139,101,7,4,1,100,66364,66458,1.15e-20,102
Fragment,AC188674.3,86.139,101,7,4,1,100,47481,47575,1.15e-20,102
Fragment,AC148836.6,86.139,101,7,4,1,100,176485,176579,1.15e-20,102
Fragment,XM_054661471.1,86.000,100,7,4,1,100,4576,4668,4.13e-20,100
Fragment,AC198194.3,86.000,100,7,1,1,100,146037,146129,4.13e-20,100
Fragment,AC198194.3,91.837,49,4,0,50,98,53487,53439,1.16e-10,69.4
Fragment,CU302258.2,86.000,100,7,1,1,100,146036,146128,4.13e-20,100
Fragment,CU302258.2,91.837,49,4,0,50,98,53487,53439,1.16e-10,69.4
Fragment,AC191229.3,86.598,97,6,1,4,100,196097,196008,4.13e-20,100
Fragment,XR_008539613.1,84.848,99,13,2,3,100,4340,4243,1.48e-19,99.0
